complaint_id,complaint_text,category,city,date_submitted,status,priority,complaint_length,word_count,Water,Roads,Electricity,Sanitation
1259,Irregular water supply timings causing inconvenience,Water,Surat,2024-07-19,Resolved,Medium,52,6,1,0,0,0
1260,Multiple potholes on the main road causing accidents,Roads,Mumbai,2024-12-18,In Progress,Medium,52,8,0,1,0,0
1261,Residents are facing severe water shortage for the past three days,Water,Rajkot,2024-07-16,In Progress,High,66,11,1,0,0,0
1262,Voltage fluctuations damaging electrical appliances,Electricity,Vadodara,2024-07-08,In Progress,Low,51,5,0,0,1,0
1263,Garbage has not been collected for several days,Sanitation,Rajkot,2024-07-05,Pending,Low,47,8,0,0,0,1
1264,No electricity supply for the past 6 hours,Electricity,Surat,2024-02-05,Pending,High,42,8,0,0,1,0
1265,Residents are facing severe water shortage for the past three days,Water,Delhi,2024-01-01,Open,High,66,11,1,0,0,0
1266,Frequent power cuts occurring in our area every night,Electricity,Ahmedabad,2024-08-23,Pending,Low,53,9,0,0,1,0
1267,Contaminated water is being supplied in our locality,Water,Surat,2024-07-14,In Progress,Medium,52,8,1,0,0,0
1268,Garbage has not been collected for several days,Sanitation,Vadodara,2024-01-05,Resolved,Low,47,8,0,0,0,1
1269,Dirty streets creating health hazards,Sanitation,Vadodara,2024-05-06,Pending,Medium,37,5,0,0,0,1
1270,There is continuous water leakage from the main pipeline near my house,Water,Delhi,2024-07-27,Resolved,Medium,70,12,1,0,0,0
1271,Frequent power cuts occurring in our area every night,Electricity,Ahmedabad,2024-08-06,Open,Medium,53,9,0,0,1,0
1272,Road has not been repaired for months leading to traffic issues,Roads,Delhi,2024-10-16,Pending,Low,63,11,0,1,0,0
1273,Multiple potholes on the main road causing accidents,Roads,Surat,2024-12-31,Pending,High,52,8,0,1,0,0
1274,Drainage water is mixing with drinking water supply,Water,Delhi,2024-12-17,Pending,High,51,8,1,0,0,0
1275,No electricity supply for the past 6 hours,Electricity,Vadodara,2024-06-22,Pending,Low,42,8,0,0,1,0
1276,Overflowing dustbins causing unhygienic conditions,Sanitation,Delhi,2024-10-27,In Progress,High,50,5,0,0,0,1
1277,Dirty streets creating health hazards,Sanitation,Mumbai,2024-05-13,Resolved,Low,37,5,0,0,0,1
1278,Road has not been repaired for months leading to traffic issues,Roads,Surat,2024-06-25,Open,High,63,11,0,1,0,0
1279,Drainage water is mixing with drinking water supply,Water,Mumbai,2024-11-18,Open,Low,51,8,1,0,0,0
1280,Street lights are not functioning in the locality,Electricity,Delhi,2024-05-03,In Progress,High,49,8,0,0,1,0
1281,Voltage fluctuations damaging electrical appliances,Electricity,Vadodara,2024-08-05,Pending,High,51,5,0,0,1,0
1282,Dirty streets creating health hazards,Sanitation,Rajkot,2024-03-19,Pending,High,37,5,0,0,0,1
1283,Uneven road surface causing vehicle damage,Roads,Surat,2024-12-19,Open,Low,42,6,0,1,0,0
1284,Waste management system is inefficient in this area,Sanitation,Surat,2024-08-29,Resolved,High,51,8,0,0,0,1
1285,Road has not been repaired for months leading to traffic issues,Roads,Delhi,2024-03-22,Resolved,Medium,63,11,0,1,0,0
1286,Irregular water supply timings causing inconvenience,Water,Surat,2024-11-27,Resolved,Low,52,6,1,0,0,0
1287,Sewage blockage leading to waterlogging,Sanitation,Vadodara,2024-06-11,Pending,High,39,5,0,0,0,1
1288,Multiple potholes on the main road causing accidents,Roads,Rajkot,2024-03-16,Resolved,Low,52,8,0,1,0,0
1289,Waste management system is inefficient in this area,Sanitation,Surat,2024-09-27,Resolved,Low,51,8,0,0,0,1
1290,Irregular water supply timings causing inconvenience,Water,Surat,2024-07-05,Pending,Low,52,6,1,0,0,0
1291,Transformer malfunction causing electricity disruption,Electricity,Ahmedabad,2024-11-04,Open,High,54,5,0,0,1,0
1292,Transformer malfunction causing electricity disruption,Electricity,Mumbai,2024-06-17,In Progress,Medium,54,5,0,0,1,0
1293,Road has not been repaired for months leading to traffic issues,Roads,Rajkot,2024-10-18,Open,Medium,63,11,0,1,0,0
1294,Uneven road surface causing vehicle damage,Roads,Delhi,2024-07-12,In Progress,Low,42,6,0,1,0,0
1295,Voltage fluctuations damaging electrical appliances,Electricity,Rajkot,2024-02-24,Open,High,51,5,0,0,1,0
1296,There is continuous water leakage from the main pipeline near my house,Water,Rajkot,2024-03-02,Open,Low,70,12,1,0,0,0
1297,Residents are facing severe water shortage for the past three days,Water,Ahmedabad,2024-06-04,Resolved,Medium,66,11,1,0,0,0
1298,Garbage has not been collected for several days,Sanitation,Surat,2024-12-11,Pending,High,47,8,0,0,0,1
1299,Damaged street roads creating unsafe driving conditions,Roads,Delhi,2024-04-28,Resolved,Low,55,7,0,1,0,0
1300,Dirty streets creating health hazards,Sanitation,Surat,2024-08-11,Open,Low,37,5,0,0,0,1
1301,Overflowing dustbins causing unhygienic conditions,Sanitation,Vadodara,2024-02-12,Pending,Low,50,5,0,0,0,1
1302,Uneven road surface causing vehicle damage,Roads,Mumbai,2024-10-30,Pending,Low,42,6,0,1,0,0
1303,Sewage blockage leading to waterlogging,Sanitation,Mumbai,2024-07-30,In Progress,Low,39,5,0,0,0,1
1304,Transformer malfunction causing electricity disruption,Electricity,Rajkot,2024-03-08,Pending,Low,54,5,0,0,1,0
1305,Waste management system is inefficient in this area,Sanitation,Mumbai,2024-02-07,In Progress,Low,51,8,0,0,0,1
1306,Drainage water is mixing with drinking water supply,Water,Mumbai,2024-08-15,Open,Medium,51,8,1,0,0,0
1307,No electricity supply for the past 6 hours,Electricity,Vadodara,2024-02-04,In Progress,High,42,8,0,0,1,0
1308,Drainage water is mixing with drinking water supply,Water,Ahmedabad,2024-12-24,Resolved,Low,51,8,1,0,0,0
1309,Overflowing dustbins causing unhygienic conditions,Sanitation,Mumbai,2024-02-05,Pending,High,50,5,0,0,0,1
1310,Frequent power cuts occurring in our area every night,Electricity,Surat,2024-05-28,Pending,High,53,9,0,0,1,0
1311,Residents are facing severe water shortage for the past three days,Water,Rajkot,2024-07-26,Pending,Low,66,11,1,0,0,0
1312,Sewage blockage leading to waterlogging,Sanitation,Rajkot,2024-09-21,Open,High,39,5,0,0,0,1
1313,No electricity supply for the past 6 hours,Electricity,Rajkot,2024-01-19,Resolved,Low,42,8,0,0,1,0
1314,Multiple potholes on the main road causing accidents,Roads,Mumbai,2024-12-15,Pending,Medium,52,8,0,1,0,0
1315,Garbage has not been collected for several days,Sanitation,Delhi,2024-02-29,Resolved,High,47,8,0,0,0,1
1316,Multiple potholes on the main road causing accidents,Roads,Rajkot,2024-01-14,In Progress,Medium,52,8,0,1,0,0
1317,Frequent power cuts occurring in our area every night,Electricity,Delhi,2024-04-06,Open,Low,53,9,0,0,1,0
1318,Sewage blockage leading to waterlogging,Sanitation,Surat,2024-10-08,Pending,High,39,5,0,0,0,1
1319,Street lights are not functioning in the locality,Electricity,Mumbai,2024-05-29,Resolved,High,49,8,0,0,1,0
1320,Construction work left road in poor condition,Roads,Vadodara,2024-12-09,In Progress,Medium,45,7,0,1,0,0
1321,Uneven road surface causing vehicle damage,Roads,Mumbai,2024-05-14,In Progress,High,42,6,0,1,0,0
1322,Contaminated water is being supplied in our locality,Water,Ahmedabad,2024-05-30,Resolved,High,52,8,1,0,0,0
1323,No electricity supply for the past 6 hours,Electricity,Delhi,2024-10-03,Open,High,42,8,0,0,1,0
1324,Construction work left road in poor condition,Roads,Rajkot,2024-11-05,In Progress,Low,45,7,0,1,0,0
1325,Irregular water supply timings causing inconvenience,Water,Rajkot,2024-12-13,Resolved,Medium,52,6,1,0,0,0
1326,Waste management system is inefficient in this area,Sanitation,Mumbai,2024-01-13,In Progress,Medium,51,8,0,0,0,1
1327,Drainage water is mixing with drinking water supply,Water,Mumbai,2024-03-18,Pending,Medium,51,8,1,0,0,0
1328,Transformer malfunction causing electricity disruption,Electricity,Surat,2024-06-21,Pending,High,54,5,0,0,1,0
1329,Dirty streets creating health hazards,Sanitation,Delhi,2024-08-04,In Progress,High,37,5,0,0,0,1
1330,Damaged street roads creating unsafe driving conditions,Roads,Mumbai,2024-07-01,In Progress,Medium,55,7,0,1,0,0
1331,Road has not been repaired for months leading to traffic issues,Roads,Delhi,2024-10-21,Open,Low,63,11,0,1,0,0
1332,Overflowing dustbins causing unhygienic conditions,Sanitation,Ahmedabad,2024-10-15,Resolved,Medium,50,5,0,0,0,1
1333,Construction work left road in poor condition,Roads,Delhi,2024-01-20,Pending,Medium,45,7,0,1,0,0
1334,Waste management system is inefficient in this area,Sanitation,Vadodara,2024-06-19,In Progress,Low,51,8,0,0,0,1
1335,Drainage water is mixing with drinking water supply,Water,Delhi,2024-02-27,Resolved,Low,51,8,1,0,0,0
1336,Overflowing dustbins causing unhygienic conditions,Sanitation,Mumbai,2024-10-18,Open,High,50,5,0,0,0,1
1337,Street lights are not functioning in the locality,Electricity,Vadodara,2024-08-03,Resolved,Low,49,8,0,0,1,0
1338,Overflowing dustbins causing unhygienic conditions,Sanitation,Surat,2024-06-21,Resolved,Medium,50,5,0,0,0,1
1339,Drainage water is mixing with drinking water supply,Water,Vadodara,2024-06-04,In Progress,Medium,51,8,1,0,0,0
1340,Contaminated water is being supplied in our locality,Water,Surat,2024-07-04,Open,Medium,52,8,1,0,0,0
1341,There is continuous water leakage from the main pipeline near my house,Water,Rajkot,2024-08-02,Open,High,70,12,1,0,0,0
1342,Waste management system is inefficient in this area,Sanitation,Ahmedabad,2024-01-17,Pending,Medium,51,8,0,0,0,1
1343,Multiple potholes on the main road causing accidents,Roads,Mumbai,2024-05-21,Resolved,Medium,52,8,0,1,0,0
1344,Overflowing dustbins causing unhygienic conditions,Sanitation,Mumbai,2024-02-08,Open,Medium,50,5,0,0,0,1
1345,Contaminated water is being supplied in our locality,Water,Delhi,2024-11-18,Pending,Medium,52,8,1,0,0,0
1346,Transformer malfunction causing electricity disruption,Electricity,Ahmedabad,2024-03-02,Resolved,Low,54,5,0,0,1,0
1347,Waste management system is inefficient in this area,Sanitation,Ahmedabad,2024-10-19,Resolved,Low,51,8,0,0,0,1
1348,Multiple potholes on the main road causing accidents,Roads,Mumbai,2024-08-10,In Progress,Medium,52,8,0,1,0,0
1349,Frequent power cuts occurring in our area every night,Electricity,Vadodara,2024-12-11,Resolved,Medium,53,9,0,0,1,0
1350,Road has not been repaired for months leading to traffic issues,Roads,Rajkot,2024-10-29,Open,High,63,11,0,1,0,0
1351,Transformer malfunction causing electricity disruption,Electricity,Rajkot,2024-05-22,Open,Medium,54,5,0,0,1,0
1352,Road has not been repaired for months leading to traffic issues,Roads,Ahmedabad,2024-03-16,Open,Medium,63,11,0,1,0,0
1353,Sewage blockage leading to waterlogging,Sanitation,Vadodara,2024-08-29,Pending,Low,39,5,0,0,0,1
1354,Damaged street roads creating unsafe driving conditions,Roads,Mumbai,2024-01-23,Pending,Medium,55,7,0,1,0,0
1355,Road has not been repaired for months leading to traffic issues,Roads,Vadodara,2024-02-20,Pending,High,63,11,0,1,0,0
1356,Damaged street roads creating unsafe driving conditions,Roads,Vadodara,2024-01-20,Open,Medium,55,7,0,1,0,0
1357,Street lights are not functioning in the locality,Electricity,Delhi,2024-08-03,Resolved,Medium,49,8,0,0,1,0
1358,Damaged street roads creating unsafe driving conditions,Roads,Surat,2024-05-16,Resolved,Low,55,7,0,1,0,0
1359,Road has not been repaired for months leading to traffic issues,Roads,Surat,2024-07-19,Pending,Low,63,11,0,1,0,0
1360,Drainage water is mixing with drinking water supply,Water,Surat,2024-12-30,In Progress,Medium,51,8,1,0,0,0
1361,Sewage blockage leading to waterlogging,Sanitation,Rajkot,2024-09-01,In Progress,High,39,5,0,0,0,1
1362,Overflowing dustbins causing unhygienic conditions,Sanitation,Vadodara,2024-01-09,Pending,Low,50,5,0,0,0,1
1363,Damaged street roads creating unsafe driving conditions,Roads,Mumbai,2024-03-01,Resolved,Medium,55,7,0,1,0,0
1364,Construction work left road in poor condition,Roads,Rajkot,2024-11-19,Open,Low,45,7,0,1,0,0
1365,Waste management system is inefficient in this area,Sanitation,Mumbai,2024-11-16,In Progress,Low,51,8,0,0,0,1
1366,Construction work left road in poor condition,Roads,Vadodara,2024-12-21,Resolved,High,45,7,0,1,0,0
1367,Frequent power cuts occurring in our area every night,Electricity,Vadodara,2024-10-31,Resolved,High,53,9,0,0,1,0
1368,Residents are facing severe water shortage for the past three days,Water,Mumbai,2024-02-09,Open,Medium,66,11,1,0,0,0
1369,Damaged street roads creating unsafe driving conditions,Roads,Rajkot,2024-10-20,In Progress,Medium,55,7,0,1,0,0
1370,Irregular water supply timings causing inconvenience,Water,Surat,2024-10-03,Pending,High,52,6,1,0,0,0
1371,Waste management system is inefficient in this area,Sanitation,Vadodara,2024-05-10,Open,Medium,51,8,0,0,0,1
1372,Damaged street roads creating unsafe driving conditions,Roads,Delhi,2024-02-07,Pending,Medium,55,7,0,1,0,0
1373,Multiple potholes on the main road causing accidents,Roads,Delhi,2024-02-14,Pending,High,52,8,0,1,0,0
1374,Construction work left road in poor condition,Roads,Surat,2024-03-23,In Progress,Low,45,7,0,1,0,0
1375,Road has not been repaired for months leading to traffic issues,Roads,Vadodara,2024-10-09,Open,Medium,63,11,0,1,0,0
1376,Overflowing dustbins causing unhygienic conditions,Sanitation,Rajkot,2024-02-27,Pending,Low,50,5,0,0,0,1
1377,Road has not been repaired for months leading to traffic issues,Roads,Rajkot,2024-07-19,Resolved,Medium,63,11,0,1,0,0
1378,Construction work left road in poor condition,Roads,Surat,2024-11-27,In Progress,High,45,7,0,1,0,0
1379,There is continuous water leakage from the main pipeline near my house,Water,Mumbai,2024-01-01,In Progress,High,70,12,1,0,0,0
1380,Frequent power cuts occurring in our area every night,Electricity,Ahmedabad,2024-01-10,Resolved,High,53,9,0,0,1,0
1381,Damaged street roads creating unsafe driving conditions,Roads,Ahmedabad,2024-11-03,Open,High,55,7,0,1,0,0
1382,Contaminated water is being supplied in our locality,Water,Rajkot,2024-04-04,Open,Low,52,8,1,0,0,0
1383,Irregular water supply timings causing inconvenience,Water,Delhi,2024-04-26,Pending,High,52,6,1,0,0,0
1384,Road has not been repaired for months leading to traffic issues,Roads,Vadodara,2024-07-06,Pending,Medium,63,11,0,1,0,0
1385,Uneven road surface causing vehicle damage,Roads,Delhi,2024-08-07,Pending,Low,42,6,0,1,0,0
1386,Damaged street roads creating unsafe driving conditions,Roads,Mumbai,2024-05-17,Resolved,High,55,7,0,1,0,0
1387,There is continuous water leakage from the main pipeline near my house,Water,Mumbai,2024-06-23,Resolved,Medium,70,12,1,0,0,0
1388,Voltage fluctuations damaging electrical appliances,Electricity,Vadodara,2024-05-06,In Progress,High,51,5,0,0,1,0
1389,Voltage fluctuations damaging electrical appliances,Electricity,Ahmedabad,2024-06-23,In Progress,High,51,5,0,0,1,0
1390,Transformer malfunction causing electricity disruption,Electricity,Ahmedabad,2024-08-25,Open,Medium,54,5,0,0,1,0
1391,Garbage has not been collected for several days,Sanitation,Ahmedabad,2024-06-27,Resolved,Medium,47,8,0,0,0,1
1392,Irregular water supply timings causing inconvenience,Water,Ahmedabad,2024-02-18,In Progress,Low,52,6,1,0,0,0
1393,Road has not been repaired for months leading to traffic issues,Roads,Vadodara,2024-04-29,Open,High,63,11,0,1,0,0
1394,No electricity supply for the past 6 hours,Electricity,Surat,2024-01-17,Open,Low,42,8,0,0,1,0
1395,Road has not been repaired for months leading to traffic issues,Roads,Delhi,2024-01-22,Open,Medium,63,11,0,1,0,0
1396,Waste management system is inefficient in this area,Sanitation,Vadodara,2024-04-09,Resolved,Medium,51,8,0,0,0,1
1397,Garbage has not been collected for several days,Sanitation,Ahmedabad,2024-01-16,Pending,Low,47,8,0,0,0,1
1398,Drainage water is mixing with drinking water supply,Water,Rajkot,2024-03-18,Open,High,51,8,1,0,0,0
1399,Uneven road surface causing vehicle damage,Roads,Delhi,2024-03-09,Pending,Medium,42,6,0,1,0,0
1400,Irregular water supply timings causing inconvenience,Water,Surat,2024-02-25,In Progress,Medium,52,6,1,0,0,0
1401,Construction work left road in poor condition,Roads,Rajkot,2024-03-25,Resolved,High,45,7,0,1,0,0
1402,Irregular water supply timings causing inconvenience,Water,Rajkot,2024-08-31,Open,Low,52,6,1,0,0,0
1403,No electricity supply for the past 6 hours,Electricity,Ahmedabad,2024-03-21,In Progress,Medium,42,8,0,0,1,0
1404,Waste management system is inefficient in this area,Sanitation,Delhi,2024-02-04,Resolved,High,51,8,0,0,0,1
1405,Frequent power cuts occurring in our area every night,Electricity,Mumbai,2024-04-21,Open,High,53,9,0,0,1,0
1406,Street lights are not functioning in the locality,Electricity,Surat,2024-12-14,Resolved,High,49,8,0,0,1,0
1407,There is continuous water leakage from the main pipeline near my house,Water,Mumbai,2024-01-05,Open,Low,70,12,1,0,0,0
1408,Irregular water supply timings causing inconvenience,Water,Surat,2024-05-14,Open,Medium,52,6,1,0,0,0
1409,Sewage blockage leading to waterlogging,Sanitation,Mumbai,2024-09-19,Resolved,Low,39,5,0,0,0,1
1410,Damaged street roads creating unsafe driving conditions,Roads,Ahmedabad,2024-05-18,Resolved,Low,55,7,0,1,0,0
1411,Dirty streets creating health hazards,Sanitation,Rajkot,2024-07-23,Open,High,37,5,0,0,0,1
